region,no_of_trainings,previous_year_rating,length_of_service,avg_training_score,is_promoted,Female,Male,awards_0,awards_1,KPI_0,KPI_1,qualification
0,1,1.0,7,50,0,0,1,1,0,1,0,0.10749142609404762
1,1,5.0,18,52,0,0,1,1,0,1,0,0.09068334653240799
2,1,5.0,7,51,0,0,1,1,0,0,1,0.10605573779465166
2,1,3.0,15,69,1,1,0,1,0,1,0,0.10199502226245198
1,1,4.0,3,60,0,0,1,1,0,1,0,0.10476907108434708
1,1,5.0,4,47,0,0,1,1,0,0,1,0.12244554062322967
1,1,5.0,4,84,0,0,1,1,0,0,1,0.09300650857889514
1,2,3.0,2,79,0,1,0,1,0,1,0,0.07252876220675593
1,1,3.0,17,49,0,0,1,1,0,1,0,0.10822326628928651
0,1,3.0,1,54,0,1,0,1,0,1,0,0.10733488065547543
0,1,5.0,7,49,0,0,1,1,0,1,0,0.08963866914952111
1,1,1.0,5,50,0,0,1,1,0,1,0,0.08906266788837004
1,1,5.0,4,56,0,1,0,1,0,0,1,0.10359867878187541
1,1,5.0,11,55,0,0,1,1,0,0,1,0.10288676318226926
2,3,3.0,3,86,0,0,1,1,0,1,0,0.08821253282748533
2,2,2.0,6,52,0,0,1,1,0,1,0,0.08817038579228027
0,1,4.0,8,55,0,0,1,1,0,0,1,0.08865481521170658
2,1,3.0,5,80,0,0,1,1,0,1,0,0.08711164135603915
1,1,3.0,2,50,0,0,1,1,0,1,0,0.10096442647148778
2,1,4.0,3,50,0,0,1,1,0,1,0,0.0868392581267889
1,1,1.0,7,50,0,1,0,1,0,1,0,0.09999095081843055
1,1,3.0,4,66,0,0,1,1,0,0,1,0.10098620070825315
2,1,3.0,16,87,1,0,1,1,0,1,0,0.11955931478944311
1,1,1.0,11,53,0,0,1,1,0,1,0,0.1198803252708283
0,2,3.0,3,70,0,0,1,1,0,1,0,0.10854784877250778
1,2,3.0,2,48,0,1,0,1,0,1,0,0.08541954792242994
1,1,4.0,11,59,0,1,0,1,0,1,0,0.06481633443701677
1,1,3.0,7,80,0,0,1,1,0,1,0,0.07162800942244053
1,2,4.0,7,58,0,0,1,1,0,0,1,0.12015092539640125
1,1,3.0,4,72,0,1,0,1,0,0,1,0.10700021588618507
1,1,1.0,5,46,0,0,1,1,0,1,0,0.09862367452364434
2,1,5.0,7,50,0,1,0,1,0,0,1,0.08361186067887628
1,1,2.0,4,81,0,0,1,1,0,0,1,0.08724359409425979
1,2,4.0,8,59,0,1,0,1,0,1,0,0.0496959377248792
1,1,3.0,6,77,0,0,1,1,0,1,0,0.04836636021928348
2,1,1.0,7,52,0,0,1,1,0,0,1,0.0977750092775948
2,1,3.0,3,68,0,1,0,1,0,1,0,0.1052651969204864
2,1,5.0,4,50,0,1,0,1,0,0,1,0.08325044926518514
1,1,1.0,16,68,0,1,0,1,0,1,0,0.12314959200553027
2,3,3.0,4,64,1,0,1,1,0,0,1,0.11721685884460309
0,1,3.0,2,59,0,0,1,1,0,1,0,0.04895749877307629
2,1,1.0,5,51,0,0,1,1,0,1,0,0.09761560165211307
1,1,5.0,5,49,0,0,1,1,0,1,0,0.08218732242002573
1,1,5.0,4,55,0,0,1,1,0,1,0,0.10273685903975856
2,1,5.0,6,74,1,1,0,1,0,1,0,0.1083631215645277
2,2,4.0,19,70,0,0,1,1,0,0,1,0.11432109366398407
1,1,4.0,10,50,1,0,1,1,0,0,1,0.0832047387513749
2,1,5.0,8,59,1,0,1,1,0,0,1,0.10620894075031173
2,1,4.0,4,59,0,0,1,1,0,1,0,0.0986447383759197
2,2,5.0,4,71,0,0,1,1,0,0,1,0.09348577190018076
1,1,4.0,5,52,0,0,1,1,0,1,0,0.101843861773722
0,1,3.0,8,84,0,0,1,1,0,1,0,0.10548342017112351
1,1,2.0,7,49,1,1,0,1,0,0,1,0.0883937414296491
1,2,3.0,5,73,0,1,0,1,0,1,0,0.0951679630062055
1,1,2.0,7,60,0,1,0,1,0,1,0,0.10001444730894617
1,1,3.0,3,83,0,0,1,1,0,1,0,0.09916128018961463
1,1,4.0,10,50,0,0,1,1,0,1,0,0.09262711801930577
2,3,3.0,11,60,0,0,1,1,0,1,0,0.11055276094553669
1,1,4.0,25,47,0,1,0,1,0,1,0,0.07573681587042326
2,1,3.0,2,49,0,1,0,1,0,1,0,0.09188274019934069
1,1,3.0,4,65,0,0,1,1,0,1,0,0.10502942685799023
2,1,3.0,3,51,0,1,0,1,0,1,0,0.05470903548976316
1,1,4.0,4,56,0,0,1,1,0,0,1,0.12980073128206182
1,1,3.0,4,83,0,0,1,1,0,1,0,0.07186670658048092
2,1,3.0,2,69,0,1,0,1,0,1,0,0.10389640963993174
1,1,3.0,10,62,0,1,0,1,0,1,0,0.1170401299871735
1,1,3.0,1,62,0,1,0,1,0,1,0,0.09631466351133688
1,1,2.0,3,78,0,0,1,1,0,0,1,0.08286779409878713
1,1,4.0,10,60,0,0,1,1,0,1,0,0.11552851729410452
2,1,5.0,3,91,1,0,1,1,0,0,1,0.08609161872477855
2,2,5.0,6,91,1,0,1,1,0,0,1,0.12351621099227862
2,1,5.0,9,75,0,0,1,1,0,0,1,0.11687031777965183
2,2,1.0,9,80,0,0,1,1,0,1,0,0.09177094427382944
2,1,1.0,5,54,0,1,0,1,0,1,0,0.12542058723879887
0,1,5.0,1,96,1,0,1,1,0,1,0,0.0927666554518654
1,1,4.0,3,83,0,0,1,1,0,1,0,0.08609571741358509
2,1,3.0,7,71,0,0,1,1,0,0,1,0.1290420093547138
1,1,3.0,4,50,0,0,1,1,0,1,0,0.09297679317272606
1,2,3.0,4,73,0,1,0,1,0,1,0,0.09673109236779831
1,1,5.0,6,59,0,0,1,1,0,1,0,0.11032575236978644
2,1,3.0,12,70,0,0,1,1,0,1,0,0.1146908388912723
2,1,5.0,3,52,0,0,1,1,0,0,1,0.10471564841715188
1,1,4.0,7,56,0,0,1,1,0,1,0,0.1280189136086152
1,1,2.0,4,57,0,1,0,1,0,1,0,0.1040595738448245
1,1,1.0,4,57,0,1,0,1,0,1,0,0.1086560869308519
1,7,3.0,5,82,0,1,0,1,0,0,1,0.07214992164592184
2,1,4.0,7,67,0,0,1,1,0,0,1,0.12541567708453374
1,1,4.0,4,57,0,0,1,1,0,1,0,0.10780065189253962
2,2,3.0,6,86,0,0,1,1,0,0,1,0.11285529460457311
1,1,5.0,2,50,0,0,1,1,0,1,0,0.09094607872316922
2,2,1.0,8,47,0,0,1,1,0,1,0,0.12038071706988918
1,1,3.0,15,71,0,1,0,1,0,1,0,0.12332869463783518
2,1,3.0,8,58,0,0,1,1,0,1,0,0.08380540167460675
1,1,3.0,5,83,0,1,0,1,0,0,1,0.08844840013586312
1,2,5.0,5,57,0,0,1,1,0,0,1,0.09490680641219651
1,1,3.0,5,56,0,1,0,1,0,1,0,0.05441733139094145
2,2,5.0,3,83,1,0,1,1,0,0,1,0.12252081463781289
1,2,3.0,3,50,0,0,1,1,0,1,0,0.10243800049780627
2,1,4.0,2,83,0,0,1,1,0,1,0,0.08360797643606928
0,1,1.0,2,50,0,1,0,1,0,1,0,0.10187353913662094
1,1,3.0,18,55,1,0,1,1,0,0,1,0.091115162103161
1,1,1.0,6,66,0,0,1,1,0,1,0,0.07092948062189251
0,1,4.0,2,61,0,0,1,1,0,0,1,0.09832941265451815
2,1,3.0,9,44,0,1,0,1,0,1,0,0.11079069784869709
1,2,3.0,2,84,0,0,1,1,0,1,0,0.09359838991362736
1,1,3.0,3,48,0,0,1,1,0,1,0,0.09477649921021937
1,1,1.0,10,52,1,1,0,1,0,0,1,0.11864966814699889
2,1,2.0,12,71,0,0,1,1,0,1,0,0.12377921853584113
2,1,5.0,4,85,0,0,1,1,0,0,1,0.17702362478853761
1,3,2.0,7,53,0,0,1,1,0,1,0,0.11311296476484665
2,1,3.0,3,47,0,0,1,1,0,1,0,0.12228473434267377
1,1,2.0,8,50,0,0,1,0,1,0,1,0.09568418994930249
1,1,3.0,2,68,0,0,1,1,0,1,0,0.10540951593602417
0,1,5.0,2,50,0,0,1,1,0,0,1,0.10487077704777936
1,1,5.0,15,61,0,1,0,1,0,0,1,0.12280497720767179
1,1,3.0,3,79,0,0,1,1,0,1,0,0.08321076597168546
1,1,1.0,3,50,0,0,1,1,0,0,1,0.10405530813174131
1,1,3.0,2,61,0,1,0,1,0,0,1,0.112517856671159
1,1,1.0,24,77,0,1,0,1,0,1,0,0.09852582125530011
1,1,5.0,7,48,0,1,0,1,0,1,0,0.10345847582539715
1,2,3.0,3,59,0,1,0,1,0,1,0,0.06597788774032123
2,1,2.0,6,69,0,0,1,1,0,1,0,0.11922519829270477
2,2,1.0,3,59,0,1,0,1,0,0,1,0.056752608237594836
2,1,3.0,17,48,0,0,1,1,0,1,0,0.10923425314262751
1,1,3.0,5,68,0,1,0,1,0,1,0,0.11804394182307937
2,1,4.0,4,83,0,0,1,1,0,1,0,0.1650521582931377
1,7,2.0,5,46,0,0,1,1,0,1,0,0.10208613445804121
2,1,3.0,4,58,0,1,0,1,0,1,0,0.11880325843318079
1,2,4.0,2,80,0,0,1,1,0,1,0,0.09104056849738179
1,1,4.0,16,48,1,0,1,1,0,0,1,0.10131575700179973
1,1,2.0,5,85,0,0,1,1,0,1,0,0.08266374087606565
1,1,5.0,10,48,0,0,1,1,0,0,1,0.10501890040800022
1,1,3.0,4,71,0,0,1,1,0,1,0,0.10301606673647766
2,1,2.0,6,59,0,0,1,1,0,1,0,0.06909867675053381
0,2,2.0,5,72,0,0,1,1,0,1,0,0.10705359042709163
1,1,4.0,3,52,0,0,1,1,0,1,0,0.10416052589584822
2,1,4.0,4,57,1,0,1,0,1,0,1,0.10421565719558501
2,5,3.0,2,52,0,0,1,1,0,1,0,0.10551118137352693
1,1,5.0,4,51,0,0,1,1,0,0,1,0.10505772012257668
1,1,3.0,8,48,0,1,0,1,0,1,0,0.11789059520400176
1,1,5.0,2,59,0,0,1,1,0,0,1,0.09829049471119039
1,1,4.0,3,94,1,0,1,1,0,0,1,0.11726028686787075
1,1,1.0,3,45,0,0,1,1,0,1,0,0.12189949851022219
1,1,3.0,2,48,0,0,1,1,0,1,0,0.10661670461908095
1,1,1.0,8,54,0,0,1,1,0,1,0,0.12088166433661128
0,4,5.0,8,93,1,1,0,1,0,1,0,0.0729556075933903
2,1,3.0,16,70,0,1,0,1,0,1,0,0.10403524615581439
2,1,4.0,5,46,0,0,1,1,0,0,1,0.1201266425034561
1,2,3.0,3,55,0,0,1,1,0,1,0,0.09708780292070535
1,2,5.0,14,85,0,0,1,1,0,1,0,0.10142226404619104
1,2,3.0,4,71,0,1,0,1,0,1,0,0.10307403762367683
0,1,5.0,4,84,1,0,1,1,0,1,0,0.10244353267481056
1,1,5.0,7,84,0,0,1,1,0,0,1,0.09432463278256877
1,1,4.0,2,61,0,1,0,1,0,0,1,0.10985196000294599
2,2,3.0,6,83,0,0,1,1,0,1,0,0.0965818808896617
0,1,5.0,4,59,0,0,1,1,0,0,1,0.10928271324598858
2,1,3.0,5,59,0,1,0,1,0,0,1,0.09916461080453694
1,1,1.0,4,52,0,0,1,1,0,1,0,0.09680514578433909
2,1,3.0,2,66,0,0,1,1,0,1,0,0.09712878207067127
1,2,3.0,4,62,0,1,0,1,0,0,1,0.10639503383879301
1,1,3.0,3,65,0,1,0,1,0,1,0,0.06821922760361411
0,1,1.0,2,51,0,0,1,1,0,1,0,0.10892145167757149
1,1,5.0,7,83,0,0,1,1,0,1,0,0.05327198004689285
1,1,2.0,7,57,0,0,1,1,0,1,0,0.11058430921130491
1,1,4.0,3,58,0,0,1,1,0,1,0,0.10731365492063176
2,1,3.0,6,58,0,1,0,1,0,0,1,0.09696106812814369
1,1,3.0,6,70,0,1,0,1,0,1,0,0.095280719366099
1,1,2.0,16,79,0,1,0,1,0,1,0,0.08982463630539522
1,1,1.0,3,50,0,0,1,1,0,1,0,0.10505110310184011
2,2,5.0,5,63,1,0,1,1,0,0,1,0.10609515970164762
0,1,4.0,3,50,0,0,1,1,0,1,0,0.10710872753390266
1,2,4.0,2,82,0,0,1,1,0,1,0,0.1475759719539458
1,2,2.0,3,82,0,0,1,1,0,1,0,0.09321999215952696
1,1,1.0,2,84,0,0,1,1,0,1,0,0.0814890776760452
2,1,4.0,6,65,0,1,0,1,0,0,1,0.10593097032393028
1,1,3.0,3,60,0,1,0,1,0,0,1,0.10979126518698967
2,1,3.0,6,84,1,0,1,1,0,0,1,0.09166754565029873
1,1,5.0,4,60,0,0,1,1,0,0,1,0.09905359622585098
0,1,1.0,6,70,0,1,0,1,0,1,0,0.11759089268723005
0,1,4.0,3,77,0,1,0,1,0,1,0,0.089242253897034
2,1,3.0,3,73,0,0,1,1,0,1,0,0.1166975553355446
2,1,5.0,7,47,0,0,1,1,0,0,1,0.10660133550690361
1,1,5.0,4,81,0,0,1,1,0,0,1,0.07699178050054346
1,1,5.0,3,60,0,0,1,1,0,1,0,0.07180969023500955
1,1,4.0,19,48,0,0,1,1,0,1,0,0.09437844971360072
1,1,5.0,5,51,0,0,1,1,0,0,1,0.09396974037649954
1,1,1.0,5,52,0,0,1,1,0,1,0,0.10551425619550285
0,1,3.0,10,50,0,0,1,1,0,1,0,0.10510667545996188
2,2,3.0,5,68,0,1,0,1,0,1,0,0.11559005074607948
2,1,5.0,2,81,0,1,0,1,0,0,1,0.08754802533243422
1,1,2.0,4,58,0,0,1,1,0,1,0,0.0971402461558673
1,2,3.0,5,49,0,0,1,1,0,1,0,0.06904685260509404
1,1,2.0,5,63,0,1,0,1,0,1,0,0.10804182695250042
1,1,4.0,19,57,0,0,1,1,0,0,1,0.11851439929839419
2,1,3.0,4,53,0,0,1,1,0,1,0,0.10385158058834958
1,2,5.0,4,59,0,1,0,1,0,1,0,0.0785806709803899
0,1,1.0,4,82,0,0,1,1,0,1,0,0.08527036618353201
1,1,5.0,3,56,0,0,1,1,0,1,0,0.10673053476220144
2,1,5.0,3,45,1,0,1,0,1,0,1,0.1030950948106036
2,1,1.0,5,52,0,0,1,1,0,1,0,0.09448917432814134
1,5,3.0,9,64,0,0,1,1,0,1,0,0.09237677840560998
1,1,5.0,10,59,0,1,0,1,0,0,1,0.1076870754324093
2,1,5.0,14,50,0,0,1,1,0,0,1,0.11607366728861096
1,1,5.0,2,58,0,0,1,1,0,0,1,0.10708098800321886
1,1,1.0,10,50,0,0,1,1,0,1,0,0.10361879998200417
0,1,4.0,5,82,0,0,1,1,0,0,1,0.10638085248667632
1,1,2.0,2,64,0,1,0,1,0,1,0,0.0946935945890807
1,1,1.0,4,48,0,0,1,1,0,1,0,0.11464454422134941
2,2,5.0,4,63,0,1,0,1,0,0,1,0.10368932655096601
2,3,5.0,2,85,0,0,1,1,0,1,0,0.12862766914058862
1,2,3.0,2,52,0,0,1,1,0,1,0,0.09256999407201343
1,1,4.0,7,59,0,0,1,1,0,1,0,0.11495876646829163
2,1,2.0,7,68,0,0,1,1,0,1,0,0.09093644761313234
1,1,4.0,4,45,0,0,1,1,0,1,0,0.11335942592487606
1,1,4.0,6,81,0,1,0,1,0,1,0,0.09535290436195336
1,1,4.0,7,59,0,1,0,1,0,1,0,0.09300108967793674
1,1,3.0,3,85,0,0,1,1,0,0,1,0.09208915824632415
1,1,4.0,6,81,0,0,1,0,1,0,1,0.08590495944377852
1,1,5.0,10,49,0,0,1,1,0,1,0,0.10024152301920368
2,2,3.0,3,85,1,1,0,1,0,0,1,0.08243715708352067
2,1,5.0,2,55,0,1,0,1,0,1,0,0.09419625078527592
1,1,2.0,10,58,0,1,0,1,0,1,0,0.09373757141886978
1,2,5.0,2,57,0,0,1,1,0,0,1,0.11233461346770772
2,1,3.0,7,53,0,0,1,1,0,1,0,0.11149042317963222
1,2,3.0,2,45,0,0,1,1,0,1,0,0.10339665673522351
1,1,5.0,6,67,0,1,0,1,0,0,1,0.10985949195880827
1,1,3.0,24,75,0,1,0,1,0,1,0,0.0824119204448273
0,1,2.0,3,45,0,0,1,1,0,1,0,0.10291905698381011
1,2,3.0,2,86,1,0,1,1,0,0,1,0.09942118949624369
2,1,3.0,8,44,0,1,0,1,0,1,0,0.0759317571859452
1,3,3.0,7,72,0,1,0,1,0,0,1,0.10941529247217723
1,2,3.0,2,57,0,1,0,1,0,1,0,0.09347468040934688
1,2,1.0,4,47,0,0,1,1,0,1,0,0.10380724368464882
1,1,3.0,3,51,0,0,1,1,0,1,0,0.0638891817418803
2,1,3.0,4,64,0,0,1,1,0,1,0,0.056919936982484265
1,1,3.0,11,53,0,0,1,1,0,1,0,0.06862532366427203
1,1,4.0,5,73,0,1,0,1,0,0,1,0.10202713057978152
1,1,2.0,2,66,0,1,0,1,0,0,1,0.10149503410882399
2,1,5.0,8,99,1,1,0,0,1,0,1,0.09895385561884419
1,1,5.0,3,80,0,0,1,1,0,0,1,0.08571411019690167
0,1,1.0,5,52,0,0,1,1,0,1,0,0.10268510958025469
1,1,4.0,3,59,0,0,1,1,0,1,0,0.10546505710739107
1,1,4.0,6,51,0,0,1,1,0,1,0,0.10215456686512137
1,1,4.0,3,55,0,0,1,1,0,1,0,0.06567706025568966
1,1,5.0,9,58,0,0,1,1,0,0,1,0.10484717575269424
1,1,3.0,8,51,0,0,1,1,0,1,0,0.09204223914747332
1,2,3.0,5,82,0,1,0,1,0,0,1,0.07490974444719806
2,1,3.0,3,60,1,0,1,0,1,0,1,0.07493512629232818
1,1,2.0,5,56,0,1,0,1,0,1,0,0.10130387876637965
1,1,5.0,4,73,0,0,1,1,0,0,1,0.10080244261220374
1,1,5.0,4,58,0,0,1,1,0,1,0,0.07707892977096209
2,1,3.0,4,55,0,1,0,1,0,1,0,0.09421658288163086
2,1,3.0,2,78,0,0,1,1,0,1,0,0.08489407725716186
1,1,3.0,15,60,0,0,1,1,0,0,1,0.07931030604528778
0,1,1.0,4,53,0,1,0,1,0,1,0,0.10142321799566982
1,1,5.0,5,52,0,0,1,1,0,0,1,0.10107293789535628
2,2,4.0,8,46,0,0,1,1,0,1,0,0.09033377708915828
1,1,4.0,2,59,0,1,0,1,0,0,1,0.10390692894517446
2,1,5.0,2,57,0,1,0,1,0,0,1,0.07602854248502812
1,1,3.0,3,72,0,1,0,1,0,1,0,0.1088662085439583
0,1,5.0,7,51,0,0,1,1,0,0,1,0.06672758685420098
2,1,2.0,7,77,0,0,1,1,0,1,0,0.08265562114667503
0,1,3.0,5,81,0,1,0,1,0,0,1,0.09256253273892923
1,2,4.0,4,86,0,0,1,1,0,1,0,0.1426471270172269
1,1,4.0,18,61,0,0,1,1,0,0,1,0.09282617315021922
2,2,3.0,6,80,0,0,1,1,0,1,0,0.11186759035350997
1,3,3.0,6,84,0,0,1,1,0,1,0,0.09213406934903438
2,1,5.0,5,81,0,0,1,1,0,0,1,0.09152574873532861
1,1,2.0,8,86,0,0,1,1,0,1,0,0.0910595289581443
1,1,4.0,3,80,0,0,1,1,0,1,0,0.07214194494665566
0,1,4.0,4,45,0,0,1,1,0,1,0,0.0891950193551967
1,1,2.0,5,60,0,0,1,1,0,1,0,0.07543748430297215
1,1,5.0,7,73,0,1,0,1,0,0,1,0.10646652756670404
2,1,4.0,4,78,1,1,0,1,0,0,1,0.0900529234286686
1,1,3.0,19,50,0,0,1,1,0,1,0,0.08879529485503379
2,1,3.0,9,67,0,1,0,1,0,1,0,0.0970824231481844
1,1,2.0,5,79,0,1,0,1,0,0,1,0.07456086303255649
1,1,4.0,10,59,0,0,1,1,0,1,0,0.10261749482613917
2,1,1.0,9,54,0,0,1,1,0,1,0,0.09794083027767148
2,1,4.0,2,84,0,0,1,1,0,0,1,0.05158046189496814
1,1,2.0,6,86,0,0,1,1,0,1,0,0.1112145818342447
1,2,5.0,7,61,0,1,0,1,0,1,0,0.10047527704426255
2,1,1.0,4,81,0,1,0,1,0,1,0,0.0829993448207944
2,1,2.0,4,65,0,1,0,1,0,1,0,0.09750710846375439
1,1,3.0,7,68,0,1,0,1,0,1,0,0.09703241050606837
1,1,3.0,4,55,0,1,0,0,1,0,1,0.06745823057268607
2,1,2.0,12,48,0,0,1,1,0,1,0,0.08746374560894753
2,1,2.0,5,62,0,0,1,1,0,0,1,0.10125878531319243
1,1,2.0,2,52,1,0,1,1,0,0,1,0.06518694218228617
0,1,1.0,3,52,0,0,1,1,0,1,0,0.08773538323786882
1,2,5.0,16,62,0,1,0,1,0,0,1,0.09925052752417209
1,1,4.0,5,49,0,0,1,1,0,1,0,0.09599569848524502
2,1,3.0,1,47,0,1,0,1,0,1,0,0.10753335573018687
2,1,2.0,3,54,0,0,1,1,0,1,0,0.09877386976980844
1,1,5.0,2,60,0,1,0,1,0,0,1,0.08991855467804655
0,3,4.0,3,65,0,0,1,1,0,1,0,0.06370067262356423
2,1,2.0,11,57,0,0,1,1,0,1,0,0.08937601031984072
1,1,1.0,6,47,0,0,1,1,0,0,1,0.08623078818076324
2,1,3.0,4,74,1,0,1,1,0,1,0,0.08884023271630537
1,1,1.0,3,48,0,0,1,1,0,1,0,0.08762829016544245
1,1,5.0,11,51,0,1,0,1,0,0,1,0.07796786747796539
1,1,4.0,15,55,0,0,1,1,0,1,0,0.10354135679640636
2,1,3.0,2,84,0,1,0,1,0,1,0,0.10944272151533989
0,1,2.0,7,50,0,0,1,1,0,1,0,0.09821798219666038
0,1,1.0,10,48,0,0,1,1,0,1,0,0.10573212512857984
2,2,3.0,6,79,0,1,0,1,0,1,0,0.08491813231211663
1,1,3.0,11,79,0,1,0,1,0,1,0,0.07379221349929727
1,1,3.0,5,49,0,0,1,1,0,1,0,0.0943594931400056
2,2,3.0,9,56,0,0,1,1,0,1,0,0.09925870908932792
0,1,4.0,3,74,1,0,1,1,0,0,1,0.10233773814818896
2,2,3.0,5,78,0,0,1,1,0,0,1,0.07392137732998365
1,1,5.0,5,56,0,1,0,1,0,1,0,0.10560028937811804
2,1,3.0,5,60,0,1,0,1,0,1,0,0.10518886371778151
2,1,3.0,3,51,0,0,1,1,0,1,0,0.09829392471016439
2,1,3.0,3,78,1,0,1,0,1,0,1,0.06731691602249666
1,1,3.0,12,55,0,0,1,1,0,1,0,0.1052606088359408
2,1,5.0,7,89,0,0,1,1,0,1,0,0.11877676426008098
1,1,2.0,2,79,0,0,1,1,0,1,0,0.08540848306480858
1,1,5.0,5,46,0,1,0,1,0,0,1,0.06935587236681899
2,1,3.0,9,62,0,1,0,1,0,1,0,0.09968684413638362
1,1,2.0,3,59,0,0,1,1,0,1,0,0.09919324509144888
1,1,5.0,9,49,0,1,0,1,0,1,0,0.09280675535961569
1,1,3.0,8,77,0,0,1,1,0,1,0,0.09120472417002007
1,1,1.0,2,57,0,1,0,1,0,1,0,0.09227148160573366
1,1,1.0,6,77,1,0,1,1,0,0,1,0.0846800189246662
0,1,1.0,5,48,0,0,1,1,0,1,0,0.08669698656559864
1,1,1.0,6,55,0,0,1,1,0,1,0,0.09901778563185572
1,1,1.0,4,83,0,1,0,1,0,0,1,0.07622637850154185
2,1,3.0,3,89,1,0,1,1,0,1,0,0.1068490848431198
1,1,1.0,2,64,0,1,0,1,0,1,0,0.08695393725175343
1,1,3.0,2,84,0,0,1,1,0,0,1,0.12011687271644678
1,1,1.0,8,77,0,0,1,1,0,1,0,0.09471284849454233
2,1,3.0,8,71,0,0,1,1,0,1,0,0.08642706340328175
2,1,5.0,2,47,0,1,0,1,0,0,1,0.06875930929688619
1,1,2.0,10,49,0,0,1,1,0,1,0,0.09971516456718403
2,1,3.0,8,50,1,1,0,1,0,0,1,0.09941091868226908
1,1,2.0,3,69,1,1,0,1,0,0,1,0.10057242850081333
2,1,3.0,3,70,0,1,0,1,0,1,0,0.10471078075806205
2,1,2.0,7,78,0,0,1,1,0,1,0,0.0807142689947196
2,1,4.0,10,60,0,0,1,1,0,1,0,0.10817381891963983
2,1,5.0,4,72,1,1,0,1,0,0,1,0.10407926701571617
1,1,5.0,17,58,0,0,1,1,0,0,1,0.0935981531417555
1,2,1.0,8,81,0,0,1,1,0,0,1,0.09258096870949084
1,1,3.0,10,49,0,0,1,1,0,1,0,0.1042608427226071
2,1,5.0,11,54,1,0,1,1,0,0,1,0.09189007808259324
2,1,4.0,7,70,0,1,0,1,0,1,0,0.11237242767709571
1,1,4.0,8,47,0,0,1,1,0,1,0,0.1097236302955238
1,1,2.0,8,51,0,1,0,1,0,1,0,0.09511374844532279
0,1,3.0,16,80,0,0,1,1,0,1,0,0.09188847698862469
1,1,3.0,3,66,0,0,1,1,0,1,0,0.10813257655746465
1,1,2.0,7,50,0,1,0,1,0,1,0,0.09044573745497385
1,1,1.0,6,77,0,0,1,1,0,0,1,0.07715411566275114
1,1,3.0,7,55,0,0,1,1,0,1,0,0.0885080570560259
1,2,3.0,1,77,0,0,1,1,0,1,0,0.09098737058350792
0,1,1.0,3,51,0,0,1,1,0,1,0,0.08334939400066388
2,1,3.0,4,81,1,1,0,1,0,1,0,0.11077320921509597
1,1,4.0,3,52,0,1,0,1,0,1,0,0.08988361710480534
1,1,3.0,4,85,0,0,1,1,0,1,0,0.11495096570212915
1,3,5.0,3,86,0,0,1,1,0,1,0,0.11991027138290482
1,1,5.0,6,80,0,1,0,1,0,1,0,0.0798409480088063
2,1,5.0,2,79,0,0,1,1,0,0,1,0.07608043685055425
2,1,4.0,3,59,0,0,1,1,0,1,0,0.11321108009932727
2,1,4.0,12,50,0,0,1,1,0,1,0,0.10387934036567399
1,3,3.0,12,50,0,0,1,1,0,1,0,0.10357330327593058
1,1,3.0,9,62,0,0,1,1,0,1,0,0.11255419350559843
2,2,5.0,13,69,0,1,0,1,0,0,1,0.10011351175759413
1,1,4.0,4,48,0,0,1,1,0,0,1,0.08882218346197923
2,2,1.0,4,49,0,0,1,1,0,1,0,0.10296742059458498
2,1,1.0,2,48,0,0,1,1,0,1,0,0.08832260951046787
2,1,5.0,5,78,0,0,1,1,0,0,1,0.13202041946375756
1,1,1.0,13,51,0,1,0,1,0,1,0,0.08803776552711891
0,1,5.0,3,87,0,0,1,1,0,0,1,0.09801159325798335
1,2,5.0,5,61,1,1,0,1,0,0,1,0.10607562502942185
0,3,5.0,2,70,0,0,1,1,0,1,0,0.09413473241487685
2,1,3.0,4,85,0,0,1,1,0,1,0,0.11294541301187931
1,1,1.0,5,68,0,1,0,1,0,1,0,0.10873922832641987
2,1,4.0,6,46,0,0,1,1,0,1,0,0.10300117095610756
2,2,4.0,7,51,0,0,1,1,0,1,0,0.08774136586621954
2,1,5.0,3,63,0,0,1,1,0,0,1,0.09353620718583959
1,1,4.0,5,91,0,1,0,1,0,1,0,0.11179083539036738
1,2,3.0,3,82,0,1,0,1,0,1,0,0.08993973432613918
1,1,5.0,5,72,0,0,1,1,0,0,1,0.10769497557913195
1,2,3.0,3,61,0,0,1,1,0,1,0,0.10784316424408524
1,1,3.0,23,80,0,1,0,1,0,0,1,0.07456862199357885
2,1,4.0,5,78,1,0,1,1,0,0,1,0.08910121764323779
0,1,3.0,2,47,0,0,1,1,0,1,0,0.10303281812268922
2,3,5.0,5,80,0,0,1,1,0,0,1,0.11165852954897748
2,1,5.0,5,57,0,1,0,1,0,0,1,0.08037249735981812
2,2,4.0,5,62,0,1,0,1,0,0,1,0.10820220798572144
1,1,3.0,16,78,0,0,1,1,0,1,0,0.09238331990769251
0,1,3.0,10,49,0,0,1,1,0,1,0,0.08710107726592385
1,1,3.0,8,48,0,0,1,1,0,1,0,0.10196295945062527
2,1,5.0,9,65,0,0,1,1,0,0,1,0.0978640961892044
1,1,3.0,10,81,0,1,0,1,0,1,0,0.09712867722345593
2,1,4.0,3,81,0,0,1,1,0,0,1,0.0967083765367452
1,1,5.0,5,79,0,0,1,1,0,1,0,0.09519892041939915
1,2,5.0,7,78,0,0,1,1,0,0,1,0.07623399310750846
0,1,3.0,3,87,0,0,1,1,0,1,0,0.10948973347873753
